,Donor City,Donor State,Donor Is Teacher,Teacher Project Posted Sequence,Project Type,Project Grade Level Category,Project Cost,Donated_y_n,School Metro Type,School Percentage Free Lunch,School State,School City,Project_res_total_cost,Donor_vs_school_state,Donor_vs_school_city,Project_posted_month,Project_posted_day_of_month,Num_hist_donations,Days_since_last_donation,Avg_days_between_donations,Avg_donations_per_proj,Interest_in_optional,Total_interest_in_cat,Total_interest_in_subcat,Interest_in_res,Interest_in_grade,Interest_in_proj_type,Interest_in_metro,Interest_in_county,Interest_in_district,Interest_in_zip,Donation_month,Interest_in_month,Total_project_interest,Donor Cluster,School Cluster,Project Cluster,Distance,School Population,School Population Density,School Occupied Housing Units,School Median Home Value,School Median Household Income,Donor Population,Donor Population Density,Donor Occupied Housing Units,Donor Median Home Value,Donor Median Household Income
734,West Roxbury,Massachusetts,0,4,2,2,0.12506341281072275,Y,3.0,0.7234042553191489,Massachusetts,Jamaica Plain,0.13927437641723356,1,0,7,10,7,36.18114583333333,180.46290178571428,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,7.0,0.2857142857142857,2.428571428571428,2,3,5,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
735,New Orleans,Louisiana,0,29,2,2,0.025536005126425117,Y,3.0,0.7978723404255319,Louisiana,New Orleans,0.020929705215419498,1,1,8,23,3,338.42207175925927,326.55848765432097,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2,3,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
736,Washington,District of Columbia,0,8,2,1,0.05143246201906389,Y,3.0,0.648936170212766,District of Columbia,Washington,0.06968428396999823,1,0,8,20,28,9.125648148148148,49.15277695105819,1.037037037037037,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.03571428571428571,8.0,0.2857142857142857,0.9642857142857141,3,1,0,0.0,0.38062936303405515,0.49162057752702815,0.6593406593406593,0.522337924084649,0.49374985612007644,0.38064159401257913,0.49162057752702815,0.6593406593406593,0.5176390773405699,0.3875304150907033
737,Boston,Massachusetts,0,5,2,2,0.23311750727578565,Y,3.0,0.8829787234042553,Massachusetts,Dorchester,0.272598988313274,1,0,8,29,3,7.580335648148148,49.98512731481482,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.0,0.3333333333333333,5.0,2,3,3,,0.1675602555367951,0.36569300464133847,0.3902097902097902,0.2012092710782667,0.09945747676818835,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
738,Forest,Virginia,1,7,2,2,0.006342616078818784,Y,3.0,0.776595744680851,Virginia,Lynchburg,0.02227106227106227,1,0,8,3,6,8.637025462962963,104.78127893518518,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.0,0.5,4.5,0,1,2,0.0,0.2641764665225076,0.019287957533142493,0.42337662337662335,0.0814018586944351,0.11826546037738746,0.26419099714649635,0.019287957533142493,0.42337662337662335,0.07236544549977386,0.09282324315208751
739,Flagstaff,Arizona,0,1,2,1,0.055775238298667665,Y,0.0,0.6413725249046858,Texas,Port Arthur,0.07855398569684283,0,0,8,23,74,52.44189814814815,17.02349067817817,1.0571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.04054054054054054,0.0,1,2,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.4026106102943355,0.0012784525166059865,0.6517882117882118,0.25633197648123024,0.19566238647040404
740,Wichita,Kansas,0,4,2,2,0.0713040343897685,Y,0.0,0.1276595744680851,Kansas,Maize,0.08934065934065932,1,0,7,15,4,8.6234375,372.17573206018517,1.0,1.0,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,7.0,0.25,2.75,3,4,0,0.0018353327207349494,0.03556582442212941,0.006670187043161669,0.04975024975024975,0.11409696562534988,0.32797716337853083,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
741,Memphis,Tennessee,1,3,2,1,0.06034096067070728,Y,0.0,0.5638297872340425,Tennessee,Bartlett,0.08355136926565497,1,0,5,23,3,4.506620370370371,260.9376388888889,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,5.666666666666667,0,4,0,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
742,Wethersfield,Connecticut,1,2,2,1,0.005336021146503615,Y,0.0,0.1595744680851064,Connecticut,Wethersfield,0.023364730507587646,1,1,6,12,8,80.4341087962963,17.6260546875,4.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,6.0,0.25,2.25,0,1,2,0.1788865540184159,0.011621592266753557,0.0008337733803952086,0.02161838161838162,0.1363789049378569,0.28197395581543466,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
743,Helena,Montana,1,1,2,2,0.07314233839745814,Y,4.0,0.2978723404255319,Montana,Helena,0.09668062096633527,1,1,8,2,17,25.010833333333334,0.24700299564269676,5.666666666666667,0.9411764705882353,0.9411764705882353,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,8.882352941176471,1,2,0,0.0,0.28911796360476716,0.005891998554792807,0.5301098901098901,0.1915798902698466,0.28931758711449773,0.289132001698279,0.005891998554792807,0.5301098901098901,0.18362731795567616,0.2270772603531764
744,Brownsburg,Indiana,0,3,2,2,0.029112487651189487,Y,0.0,0.4148936170212766,Hawaii,Wahiawa,0.04732949590092447,0,0,7,3,1305,2.0494675925925927,0.4176577178231829,1.0092807424593968,1.0,0.135632183908046,0.08275862068965517,0.031417624521072794,0.11187739463601533,0.32873563218390806,0.15172413793103448,0.17011494252873563,0.04367816091954023,0.0030651340996168583,7.0,0.13333333333333333,1.0590038314176247,1,4,2,,0.3977112276232511,0.05919791000805981,0.5405394605394606,0.6004926659948494,0.5275673933562006,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
745,Brownsburg,Indiana,0,98,2,1,0.01241956585587269,Y,0.0,0.8297872340425532,Hawaii,Waimanalo,0.029823826966684112,0,0,5,14,1305,2.0494675925925927,0.4176577178231829,1.0092807424593968,1.0,0.06743295019157089,0.04980842911877395,0.22835249042145594,0.1318007662835249,0.32873563218390806,0.15172413793103448,0.17011494252873563,0.0475095785440613,0.009195402298850575,5.0,0.15402298850574714,1.1846743295019158,1,4,2,,0.3977112276232511,0.05919791000805981,0.5405394605394606,0.6004926659948494,0.5275673933562006,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
746,Harrisonville,Missouri,0,19,2,3,0.012099164285905,Y,3.0,0.06382978723404256,California,San Jose,0.02822082679225536,0,0,6,19,3,223.4154861111111,239.37850308641973,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,1,4,2,0.2996895400190366,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.14203339290474828,0.003418470859620355,0.2181018981018981,0.11702849389416553,0.2278060179720061
747,Enterprise,Alabama,1,3,2,2,0.03822657731022881,Y,4.0,0.26595744680851063,Alabama,Wetumpka,0.05494331065759637,1,0,6,28,10,8.276840277777778,33.68168402777778,3.3333333333333335,0.9,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,2.1999999999999997,3,4,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.3530741812221685,0.01114477085128262,0.5791808191808192,0.0777928539122569,0.13975282468862174
748,,other,1,1,2,2,0.03226310308920513,Y,0.0,0.2978723404255319,Georgia,Fayetteville,0.04882260596546311,0,0,6,6,7,86.07974537037038,1.6534391435185186e-06,7.0,0.8571428571428571,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,11.0,2,4,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
749,Harwood Heights,Illinois,0,18,2,3,0.07628227378314152,Y,3.0,0.9574468085106383,Illinois,Chicago,0.10099424385138671,1,0,8,4,5,18.216458333333332,184.2449560185185,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.0,0.6,1.7999999999999998,3,3,0,0.0012463037970721483,0.10967939413687214,0.800227898057308,0.2692907092907093,0.5211062590975255,0.6219602968146903,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
750,Greenwood,Indiana,0,1,2,2,0.04140923290524123,Y,3.0,0.8617021276595744,Indiana,Indianapolis,0.06283621140763998,1,0,8,12,5,23.422777777777778,152.33641898148147,1.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,8.0,0.4,0.4,1,1,0,,0.30569625877543766,0.1540257358050082,0.4786013986013986,0.04445190908073003,0.09121603474604235,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
751,Dallas,Texas,1,153,2,1,0.06030625050062745,Y,4.0,0.7978723404255319,Nevada,Pahrump,0.07751613465899179,0,0,8,16,20,186.55006944444443,75.43094444444445,1.25,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3,4,0,0.21827980836403638,0.012065918224275995,2.779244601317362e-05,0.018261738261738263,0.14903146344194376,0.27580438469271085,0.09290178615507658,0.18103999332981296,0.2326073926073926,0.5455676164631389,0.32206870799103815
752,Portland,Oregon,1,2,2,1,0.025973887272047625,Y,3.0,0.46808510638297873,Washington,Vancouver,0.04229897087039944,0,0,8,18,3,2.1099074074074076,3.6800578703703706,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,11.0,3,2,2,0.006120721918818793,0.02942425229815259,0.0012228676245796392,0.0407992007992008,0.2678311499272198,0.3270179638880576,0.1528846058906585,0.21169506128234347,0.33054945054945056,0.5798281320669381,0.1558457202052567
753,Phoenixville,Pennsylvania,0,1,2,2,0.06624836461698662,Y,3.0,0.7872340425531914,Arizona,Glendale,0.08409035409035409,0,0,5,8,55,108.18525462962963,22.421466329966318,1.0,1.0,0.05454545454545454,0.05454545454545454,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,5.0,0.12727272727272726,0.27272727272727276,1,4,0,0.4149035863516126,0.5940045617464973,0.18034518217948362,0.7891308691308692,0.05072220356063151,0.09793810477527874,0.4122572300279426,0.1923793113031878,0.6138261738261738,0.15287200361827227,0.20650340889927485
754,Shreveport,Louisiana,0,5,2,1,0.04602702053240061,Y,0.0,0.6914893617021276,Arkansas,Jacksonville,0.06278388278388278,0,0,6,28,77,51.450127314814814,13.024756643819144,1.0266666666666666,1.0,0.025974025974025976,0.025974025974025976,0.03896103896103896,0.03896103896103896,0.05194805194805195,0.03896103896103896,0.012987012987012988,0.012987012987012988,0.012987012987012988,,,0.25974025974025977,0,4,0,0.036496940785219124,0.0055688853342812285,0.0006114338122898196,0.009030969030969031,0.034934497816593885,0.15919642103486115,0.08093484335350863,0.052694477640977185,0.14453546453546454,0.0237449118046133,0.03557059914717291
755,Memphis,Tennessee,1,15,2,2,0.016650201585987765,Y,3.0,0.7234042553191489,Tennessee,Memphis,0.035745682888540034,1,1,6,2,3,69.18666666666667,451.08952546296297,1.5,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0,0.6666666666666666,7.333333333333334,0,4,2,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
756,Chantilly,Virginia,0,5,2,1,0.060491816409900395,Y,3.0,0.8723404255319148,Virginia,Richmond,0.08371533228676084,1,0,8,23,4,8.139872685185185,90.58330439814814,1.0,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,8.0,0.5,2.75,0,3,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
757,Minneapolis,Minnesota,1,74,2,2,0.12713667796972203,Y,3.0,0.7553191489361701,Minnesota,Minneapolis,0.1566370137798709,1,1,8,3,633,4.284594907407407,1.4438423731788657,1.394273127753304,0.9873617693522907,0.07266982622432859,0.02527646129541864,0.044233807266982623,0.06477093206951026,0.18325434439178515,0.06635071090047394,0.04107424960505529,0.00315955766192733,0.001579778830963665,8.0,0.11216429699842022,0.5023696682464456,2,3,5,0.0,0.065049320181285,0.20346849726244406,0.1751048951048951,0.2564102564102564,0.5355632803087854,0.06506778305473,0.20346849726244406,0.1751048951048951,0.24909543193125283,0.4203485990989906
758,Claymont,Delaware,1,1,2,2,0.04021840707019464,Y,3.0,0.8297872340425532,New York,Syracuse,0.05592883307169021,0,0,7,10,4,37.42415509259259,169.91617766203703,1.0,1.0,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,7.0,0.75,3.0,1,4,0,0.04780609823615433,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.38699039287512715,0.040938272977404745,0.5684715284715285,0.25599276345545,0.41287431641330796
759,Brooklyn,New York,0,4,2,1,0.021205243905695132,Y,3.0,0.8085106382978723,New York,New York City,0.040729112157683586,1,0,8,11,5,219.4957638888889,64.01992824074074,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2,0.0,3,3,2,0.0,0.5048135312064931,1.0,0.932067932067932,0.7168290225058783,0.6205253343769424,0.5048233098668036,1.0,0.932067932067932,0.7140434192673,0.48703293261702285
760,Grandville,Michigan,0,1,2,1,0.04161215389955411,Y,3.0,0.8297872340425532,Michigan,Grand Rapids,0.06133612419326705,1,0,6,16,5,47.082754629629626,281.4899097222222,1.0,1.0,0.8,0.6000000000000001,0.6,0.6,0.6,0.6,0.4,0.4,0.4,,,5.000000000000001,0,3,0,0.0029989361022732344,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.20473148431560345,0.022456296378644283,0.22317682317682316,0.13738127544097695,0.1769796911513166
761,Sioux Falls,South Dakota,0,4,2,1,0.03487838090406643,Y,3.0,0.3723404255319149,South Dakota,Sioux Falls,0.05282748997034711,1,1,5,12,4,107.45409722222222,4.491906828703704,1.0,1.0,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,5.0,0.75,2.75,1,0,2,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
762,Seattle,Washington,0,2,2,1,0.025973887272047625,Y,3.0,0.46808510638297873,Washington,Vancouver,0.04229897087039944,1,0,8,18,9,9.20505787037037,78.7753253600823,1.0,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,8.0,0.2222222222222222,2.0000000000000004,0,2,2,0.02343347059692802,0.02942425229815259,0.0012228676245796392,0.0407992007992008,0.2678311499272198,0.3270179638880576,0.10108709604162759,0.5480114504877575,0.2895104895104895,0.43340117593848937,0.17125201763472983
763,Wendell,Massachusetts,0,46,2,2,0.011678637225322402,Y,3.0,0.5425531914893617,Massachusetts,Worcester,0.030305250305250307,1,0,9,1,971,3.0860416666666666,0.6255451019376737,1.006217616580311,0.9979402677651905,0.026776519052523172,0.026776519052523172,0.14727085478887744,0.08650875386199794,0.2286302780638517,0.19773429454170957,0.13285272914521112,0.13285272914521112,0.012358393408856848,9.0,0.06282183316168898,0.991761071060762,3,0,2,0.07906010437294395,0.39859987953829595,0.01528584530724549,0.6992607392607393,0.11902362557384391,0.22609483029842614,0.17476475873576952,0.019287957533142493,0.3177622377622378,0.16824966078697423,0.2036606519068154
764,Wendell,Massachusetts,0,2,2,2,0.0326449149600833,Y,3.0,0.8829787234042553,Massachusetts,Indian Orch,0.05324611896040467,1,0,8,2,971,3.0860416666666666,0.6255451019376737,1.006217616580311,0.9979402677651905,0.2286302780638517,0.11328527291452112,0.14727085478887744,0.08650875386199794,0.2286302780638517,0.19773429454170957,0.07518022657054584,0.05973223480947477,0.013388259526261586,8.0,0.3079299691040165,1.1503604531410918,3,2,2,0.027715304636979163,0.18904588406054681,0.25969261554709433,0.3011388611388611,0.46041876609562193,0.49501599944750113,0.17476475873576952,0.019287957533142493,0.3177622377622378,0.16824966078697423,0.2036606519068154
765,Oklahoma City,Oklahoma,0,3,2,3,0.11247563613061703,Y,3.0,0.3936170212765957,Oklahoma,Oklahoma City,0.11926565497994068,1,1,7,21,4,28.16704861111111,0.0,1.0,1.0,0.25,0.25,0.75,0.25,1.0,1.0,1.0,1.0,0.25,,,5.75,2,0,5,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
766,Riverside,California,1,110,2,1,0.009172829946866738,Y,0.0,0.8936170212765957,California,Riverside,0.025285190999476716,1,1,8,2,364,1.8105324074074074,0.7586512388074884,1.5230125523012552,0.8186813186813187,0.09615384615384616,0.06868131868131869,0.1401098901098901,0.09615384615384616,0.25274725274725274,0.0989010989010989,0.054945054945054944,0.054945054945054944,0.054945054945054944,8.0,0.08516483516483517,0.9175824175824177,1,1,2,0.0,0.20703614838512197,0.10222061643645257,0.26113886113886114,0.17691187996864852,0.25883039050929657,0.20705180738356424,0.10222061643645257,0.26113886113886114,0.1688150158299412,0.20314871473656318
767,Manhasset,New York,0,9,2,2,0.015705016954583078,Y,0.0,0.7659574468085106,New York,Hempstead,0.03471132042560614,1,0,6,13,146,653.1764699074074,7.047272402968033,1.020979020979021,0.2465753424657534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2054794520547945,0.0,1,2,2,0.0007631446190253216,0.18904588406054681,0.25969261554709433,0.3011388611388611,0.46041876609562193,0.49501599944750113,0.26543508525953063,0.33509352158083433,0.36755244755244754,0.49728629579375855,0.5247657134597317
768,Santa Clara,California,0,1,2,1,0.050926494539823244,Y,3.0,0.9574468085106383,Ohio,Springfield,0.07324960753532181,0,0,5,31,189,0.06895833333333333,2.843483735057801,1.0327868852459017,1.0,0.2275132275132275,0.07936507936507936,0.30687830687830686,0.13756613756613756,0.41798941798941797,0.21693121693121692,0.015873015873015872,0.005291005291005291,0.005291005291005291,,,1.4126984126984128,1,1,0,0.41142370797360034,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
769,Timpson,Texas,1,133,2,2,0.038736549809094065,Y,3.0,0.3723404255319149,California,Modesto,0.054955520669806385,0,0,6,10,1925,4.362858796296297,0.4035771524771412,1.8563162970106075,0.947012987012987,0.03116883116883117,0.007792207792207792,0.05818181818181818,0.0451948051948052,0.09974025974025974,0.033766233766233764,0.0015584415584415584,0.0015584415584415584,0.0015584415584415584,6.0,0.08883116883116883,0.28051948051948045,1,0,0,0.307139243545716,0.3660357238069848,0.016536505377838302,0.44955044955044954,0.14186541260777066,0.2578251494432806,0.2866931940481245,0.005002640282371251,0.4143056943056943,0.05834464043419267,0.1644522874557325
770,Syosset,New York,1,2,2,2,0.07047232531439403,Y,0.0,0.5957446808510638,Louisiana,Denham Springs,0.0871254142682714,0,0,8,4,69,8.173726851851852,6.133249798711748,1.3269230769230769,1.0,0.2608695652173913,0.07246376811594203,0.17391304347826086,0.18840579710144928,0.391304347826087,0.07246376811594203,0.0,0.0,0.0,8.0,0.15942028985507245,1.1594202898550725,3,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.26766654489084607,0.15794447069286568,0.36863136863136864,0.3481456354590683,0.3326326820689489
